Id,Name,2026-04-01 12:21:17,2026-04-02 11:46:53,2026-04-03 11:49:19,2026-04-04 11:39:59,2026-04-05 11:57:54,2026-04-06 11:58:58,2026-04-07 11:52:46,2026-04-08 11:53:30,2026-04-09 11:48:20
77704688,ASRock B850M 스틸레전드 WiFi 대원씨티에스,"228,000","228,000","228,000","225,000","228,000","228,000","227,710","223,000","223,000"
78102476,ASRock B850M 스틸레전드 WiFi 디앤디컴,"229,600","229,600","229,600","229,600","229,600","229,600","229,600","229,600","229,590"
74341418,ASRock B850M 스틸레전드 WiFi 에즈윈,"239,370","239,130","239,010","238,880","238,410","238,280","238,280","238,170","237,930"
79556738,ASRock B850M-X R2.0 대원씨티에스,"159,760","159,760","159,760","159,750","159,750","159,750","167,390","159,750","167,390"
79553456,ASRock B850M-X R2.0 디앤디컴,"153,760","153,760","153,760","153,760","153,760","153,760","153,760","153,760","153,760"
82093181,ASRock B850M-X R2.0 에즈윈,"146,900","150,700","150,700","150,700","150,700","150,700","150,700","150,700","150,590"
74250659,ASRock B850M-X 대원씨티에스,"175,950","175,950","175,950","175,950","175,950","175,950","175,950","175,950",0
74341787,ASRock B850M-X 디앤디컴,"150,570","149,610","149,140","149,010","148,540","148,410","148,300","148,180","147,940"
6145461,ASRock B85M (중고),0,0,0,0,0,0,"23,000",0,0
5994057,ASRock B85M PRO4 (중고),"33,490",0,0,0,0,0,"32,780","32,780","32,780"
74116181,ASRock B860 LiveMixer WiFi 인텍앤컴퍼니,"278,000","278,000","278,000","278,000","280,390","280,390","280,390","278,000","272,000"
75935651,ASRock B860 Pro RS WiFi 디앤디컴,"239,000","239,000","239,000","238,280","238,280","238,280","238,280","238,270","238,270"
74415509,ASRock B860 Pro RS WiFi 에즈윈,"256,410","256,280","255,810","255,680","258,010","257,770","257,770","257,770","257,630"
74415482,ASRock B860 Pro RS 에즈윈,"250,500","250,450","250,380","250,340","250,260","250,260","250,260","250,240","250,180"
82470941,ASRock B860 Pro-A WiFi 에즈윈,"251,280","251,280","251,260","251,250","251,250","251,250","251,240","251,240","251,170"
92360492,ASRock B860 Pro-A 에즈윈,"231,090","231,050","227,690","227,690","231,010","230,980","230,980","227,680","230,940"
106748744,ASRock B860 Rock WiFi 7 디앤디컴,"228,780","224,453","224,453","224,450","224,450","224,450","224,453","224,453","224,440"
106728086,ASRock B860 Rock WiFi 7 에즈윈,"220,400","223,070","223,030","223,010","223,020","223,020","223,040","223,020","222,980"
74116589,ASRock B860 스틸레전드 WiFi 인텍앤컴퍼니,0,0,0,0,0,0,"324,560",0,"324,560"
75935729,ASRock B860I WiFi 디앤디컴,"269,000","269,000","269,000","265,880","265,880","265,880","265,880","265,880","265,880"
74491295,ASRock B860I WiFi 에즈윈,"280,660","280,660","280,660","280,640","280,650","280,650","280,670","280,650","280,640"
74116334,ASRock B860M LiveMixer WiFi 인텍앤컴퍼니,"243,000","243,000","243,000","243,000","247,190","247,190","247,190","243,000","240,000"
75935612,ASRock B860M Pro RS WiFi 디앤디컴,"200,800","200,800","200,800","200,800","200,800","200,800","200,800","200,800","200,800"
74415038,ASRock B860M Pro RS WiFi 에즈윈,"209,790","209,720","209,540","209,070","208,590","208,350","208,350","208,230","208,090"
74422025,ASRock B860M Pro RS 디앤디컴,"190,240","190,240","190,240","190,240","190,240","190,240","190,240","190,240","190,240"
74013710,ASRock B860M Pro RS 에즈윈,"199,020","198,660","198,530","201,830","201,350","201,230","201,230","201,230","201,090"
102412697,ASRock B860M Pro-A 디앤디컴,"160,480","160,480","160,480","160,480","160,480","160,480","160,480","160,480","160,480"
98415419,ASRock B860M Pro-A 에즈윈,"168,200","172,500","172,490","172,490","172,490","172,490","172,490","172,490","172,380"
