Id,Name,2020-07-06 17:09:03,2020-07-06 17:25:29,2020-07-06 19:41:02,2020-07-07 09:19:23,2020-07-07 10:58:29,2020-07-07 11:48:31,2020-07-07 12:20:58,2020-07-08 08:51:06,2020-07-08 11:19:27,2020-07-08 12:09:38,2020-07-09 08:57:08,2020-07-10 09:03:10,2020-07-11 08:49:24,2020-07-11 09:17:15,2020-07-11 09:48:45,2020-07-11 10:20:03,2020-07-11 10:36:07,2020-07-11 12:18:09,2020-07-11 21:56:02,2020-07-12 09:36:12,2020-07-13 09:35:56,2020-07-14 09:35:18,2020-07-15 09:35:40,2020-07-16 09:35:30,2020-07-17 09:35:49,2020-07-18 09:35:43,2020-07-19 09:37:46,2020-07-20 09:36:56,2020-07-21 09:36:25,2020-07-22 09:36:14,2020-07-23 09:36:36,2020-07-24 09:37:12,2020-07-25 09:37:31,2020-07-26 09:38:43,2020-07-27 09:38:11,2020-07-28 09:37:45,2020-07-29 09:36:47,2020-07-30 09:38:05,2020-07-31 09:39:00,2020-08-01 09:39:33,2020-08-02 09:40:19,2020-08-03 09:39:36,2020-08-04 09:39:44,2020-08-05 09:39:47,2020-08-06 09:39:43,2020-08-07 09:40:52,2020-08-08 09:40:22,2020-08-09 09:42:07,2020-08-10 09:41:41,2020-08-11 09:41:13,2020-08-12 09:40:57,2020-08-13 09:41:08,2020-08-14 09:41:32,2020-08-15 09:41:25,2020-08-16 09:43:23,2020-08-17 09:42:49,2020-08-18 09:42:04,2020-08-19 09:42:34,2020-08-20 09:42:27,2020-08-21 09:43:09,2020-08-22 09:43:27,2020-08-23 09:44:59,2020-08-24 09:44:10,2020-08-25 09:44:01,2020-08-26 09:43:43,2020-08-27 09:44:18,2020-08-28 09:48:30,2020-08-29 09:29:10,2020-08-30 09:32:44,2020-08-31 09:24:50,2020-09-01 09:49:03,2020-09-02 09:44:23,2020-09-03 09:47:42,2020-09-04 09:48:32,2020-09-05 10:24:06
5543253,ADATA XPG DDR4 16G PC4-22400 CL17 GAMMIX D10 레드 (8Gx2),"275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400",0,0,0,0,"275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","272,340","272,340","272,340","275,400","275,400","275,400","275,400","272,340","272,340","272,340","272,340","272,340","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_17,213원/1GB_275,400 "
5542460,ADATA XPG DDR4 16G PC4-22400 CL17 GAMMIX D10 블랙 (8Gx2),"275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400",0,0,0,0,"275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","272,340","272,340","272,340","275,400","275,400","275,400","275,400","272,340","272,340","272,340","272,340","272,340","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400","275,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_17,213원/1GB_275,400 "
5543286,ADATA XPG DDR4 16G PC4-24000 CL16 GAMMIX D10 레드 (8Gx2),"212,710","212,710","212,710","212,710","212,710","212,710","212,710","212,710","212,710","212,710","212,710","212,710","212,710",0,0,0,0,"212,710","212,710","212,710","212,710","212,710","224,660","224,660","224,660","224,660","224,660","224,660","224,660","224,660","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270","222,270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6119701,ADATA XPG DDR4 16G PC4-24000 CL16 SPECTRIX D41 크림슨 레드 (8Gx2),"235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940",0,0,0,0,"235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_14,731원/1GB_235,690 "
6119612,ADATA XPG DDR4 16G PC4-24000 CL16 SPECTRIX D41 티타늄 그레이 (8Gx2),"235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","235,940","205,820","205,820",0,0,0,0,"205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","205,820","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430","233,430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_14,731원/1GB_235,690 "
6281443,ADATA XPG DDR4 16G PC4-24000 CL16 SPECTRIX D80 레드 (8Gx2),"257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","210,740","210,740",0,0,0,0,"210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","210,740","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_16,063원/1GB_257,000 "
6411121,ADATA XPG DDR4 16G PC4-24000 CL16 SPECTRIX D80 블랙 (8Gx2),"257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000",0,0,0,0,"257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","257,000","296,000","296,000","296,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541624,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D40 (8Gx2),"333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000",0,0,0,0,"333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","329,300","329,300","329,300","333,000","333,000","333,000","333,000","329,300","329,300","329,300","329,300","329,300","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000","333,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_20,813원/1GB_333,000 "
6412423,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D41 TUF Gaming 블랙 (8Gx2),"294,000","294,000","294,000","294,000","294,000","294,000","294,000","294,000","294,000","294,000","294,000","252,020","252,020",0,0,0,0,"252,020","252,020","252,020","252,020","252,020","252,020","252,020","252,020","252,020","252,020","252,020","252,020","282,240","294,000","294,000","294,000","294,000","294,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6119703,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D41 크림슨 레드 (8Gx2),"114,270","114,270","114,270","114,270","114,270","114,270","114,270","114,270","114,270","114,270","114,270","113,850","113,640",0,0,0,0,"112,800","112,790","112,580","112,380","111,950","116,990","116,990","116,930","116,910","116,900","116,890","116,810","116,790","116,720","116,680","116,670","116,570","116,560","116,500","116,460","116,350","116,260","117,000","117,000","117,000","116,930","116,920","116,840","116,720","116,670","116,570","116,470","117,000","116,990","117,000","117,000","116,970","116,930","116,920","116,990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_7,511원/1GB_120,180 "
6119620,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D41 티타늄 그레이 (8Gx2),"274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","273,800",0,0,0,0,"273,800","273,800","273,800","273,800","273,800","273,800","273,800","273,990","273,990","273,990","273,990","273,990","273,990","273,990","273,990","273,990","273,990","273,990","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000","274,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_17,125원/1GB_274,000 "
11596685,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D50 RGB (8Gx2),"116,800","116,800","116,800","116,800","116,800","116,800","116,800","116,800","116,800","116,800","116,800","114,450","114,450","114,450","114,450","114,450","114,450","114,450","114,450","114,450","114,450","114,450","114,450","114,450","114,450","113,500","113,500","113,500","113,500","113,400","113,400","99,900","99,900","99,900","99,900","99,900","99,900","99,900","99,900","99,900","99,900","99,900","99,900","99,900","112,320","112,320","112,320","112,320","112,320","112,320","112,500","112,500","112,500","112,500","112,500","105,300","112,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_7,025원/1GB_112,400 "
9276801,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D60G RGB (8Gx2),"115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000",0,0,0,0,"115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000","115,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32GB(16Gx2)_8,746원/1GB_279,860 16GB(8Gx2)_7,188원/1GB_115,000 "
6281438,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D80 레드 (8Gx2),"137,760","137,760","137,560","137,130","136,920","136,920","136,920","136,080","136,080","136,080","139,650","138,600","137,340",0,0,0,0,"136,500","136,300","136,080","134,820","133,770","139,230","138,180","137,700","137,620","137,610","137,500","137,380","137,270","137,270","137,260","137,250","137,230","137,110","136,990","136,880","136,760","136,660","137,690","138,110","138,110","138,040","138,030","137,920","137,820","137,800","137,690","137,580","137,690","138,100","138,110","138,110","138,040","138,020","137,920","137,880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_8,918원/1GB_142,690 "
6411140,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D80 블랙 (8Gx2),"324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000",0,0,0,0,"324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","324,000","325,250","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000","281,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_17,563원/1GB_281,000 "
6119713,ADATA XPG DDR4 16G PC4-28800 CL17 SPECTRIX D41 크림슨 레드 (8Gx2),"284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820",0,0,0,0,"284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_17,783원/1GB_284,520 "
6119631,ADATA XPG DDR4 16G PC4-28800 CL17 SPECTRIX D41 티타늄 그레이 (8Gx2),"284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820",0,0,0,0,"284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","284,820","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790","281,790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_17,783원/1GB_284,520 "
9276858,ADATA XPG DDR4 16G PC4-28800 CL17 SPECTRIX D60G RGB (8Gx2),"196,570","196,570","193,600","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000",0,0,0,0,"192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","158,000","158,000","158,000","158,000","158,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000","192,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_12,239원/1GB_195,830 "
6281434,ADATA XPG DDR4 16G PC4-28800 CL17 SPECTRIX D80 레드 (8Gx2),"183,110","183,110","183,110","182,910","182,910","182,710","182,710","183,920","183,720","183,720","183,520","182,890","182,690",0,0,0,0,"181,850","181,840","181,430","180,580","179,750","179,730","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000","185,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_11,813원/1GB_189,000 "
6281432,ADATA XPG DDR4 16G PC4-33000 CL19 SPECTRIX D80 레드 (8Gx2),"408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000",0,0,0,0,"408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000","408,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9669426,ADATA XPG DDR4 16G PC4-33000 CL19-19-19 SPECTRIX D60G RGB (8Gx2),"229,000","229,000","229,000","229,000","229,000","229,000","229,000","234,910","234,700","234,700","233,660","233,650","232,390",0,0,0,0,"231,550","231,550","231,340","231,140","230,710","229,660","229,460","228,980","228,890","228,880","228,870","228,790","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","287,000","229,160","238,700","238,700","238,700","238,700","238,700","238,700","238,700","238,700","238,700","238,700","238,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_14,919원/1GB_238,700 "
9656970,ADATA XPG DDR4 16G PC4-33000 CL19-23-23 SPECTRIX D60G RGB (8Gx2),"217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000",0,0,0,0,"217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000","217,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16GB(8Gx2)_13,563원/1GB_217,000 "
5624712,ADATA XPG DDR4 32G PC4-19200 CL16 SPECTRIX D40 (8Gx4),"582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300",0,0,0,0,"582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","575,830","575,830","575,830","582,300","582,300","582,300","582,300","575,830","575,830","575,830","575,830","575,830","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300","582,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691197,ADATA XPG DDR4 32G PC4-21300 CL16 GAMMIX D10 레드 (8Gx4),"435,760","435,760","435,760","435,760","435,760","435,760","435,760","435,760","435,760","435,760","435,760","388,440","388,440",0,0,0,0,"388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","431,520","431,520","431,520","431,520","431,520","431,520","431,520","431,520","431,520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32GB(8Gx4)_13,616원/1GB_435,700 16GB(8Gx2)_12,044원/1GB_192,700 "
5691148,ADATA XPG DDR4 32G PC4-21300 CL16 GAMMIX D10 블랙 (8Gx4),"492,130","492,130","492,130","492,130","492,130","492,130","492,130","492,130","492,130","492,130","492,130","410,540","410,540",0,0,0,0,"410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","410,540","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","388,440","468,000","468,000","468,000","468,000","468,000","468,000","468,000","468,000","468,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32GB(8Gx4)_14,625원/1GB_468,000 "
